Series Name,Series Code,Country,Country Code,2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016]
Income share held by lowest 20%,SI.DST.FRST.20,"Iran, Islamic Rep.",IRN,..,6.8,6.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Iraq,IRQ,8.8,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Ireland,IRL,7.8,7.4,7.9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Israel,ISR,4.7,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Italy,ITA,6.4,6.2,6.2,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Jamaica,JAM,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Japan,JPN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Jordan,JOR,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kazakhstan,KAZ,9.6,10,10,10,..
Income share held by lowest 20%,SI.DST.FRST.20,Kenya,KEN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kiribati,KIR,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Korea, Rep.",KOR,7.3,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kosovo,XKX,8.7,9.4,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Kyrgyz Republic,KGZ,9.6,9.3,10,9.5,..
Income share held by lowest 20%,SI.DST.FRST.20,Lao PDR,LAO,7.6,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Latin America & Caribbean,LCN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Latvia,LVA,6.5,6.5,6.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lebanon,LBN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lesotho,LSO,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Liberia,LBR,..,..,7.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lithuania,LTU,6.5,6.7,6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Low & middle income,LMY,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Low income,LIC,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Lower middle income,LMC,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Luxembourg,LUX,7.3,7.6,7.9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Macedonia, FYR",MKD,4,4.7,5.3,5.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Madagascar,MDG,5.7,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Malawi,MWI,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Malaysia,MYS,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Maldives,MDV,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mali,MLI,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Malta,MLT,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mauritania,MRT,..,..,7.6,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mauritius,MUS,7.4,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mexico,MEX,4.9,..,5.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Micronesia, Fed. Sts.",FSM,..,5.5,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Middle East & North Africa,MEA,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Middle income,MIC,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Moldova,MDA,9,9.1,9.7,9.7,..
Income share held by lowest 20%,SI.DST.FRST.20,Mongolia,MNG,7.7,..,8.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Montenegro,MNE,7.8,7.7,8.5,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Morocco,MAR,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Mozambique,MOZ,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Myanmar,MMR,..,..,..,7.3,..
Income share held by lowest 20%,SI.DST.FRST.20,Namibia,NAM,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nepal,NPL,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Netherlands,NLD,9.1,8.9,8.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nicaragua,NIC,..,..,5,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Niger,NER,..,..,7.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Nigeria,NGA,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Norway,NOR,9.4,9.3,9.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Pakistan,PAK,..,9.2,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Palau,PLW,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Panama,PAN,3.2,3.4,3.4,3.5,..
Income share held by lowest 20%,SI.DST.FRST.20,Papua New Guinea,PNG,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Paraguay,PRY,4,4.3,3.8,4.1,..
Income share held by lowest 20%,SI.DST.FRST.20,Peru,PER,4.3,4.4,4.6,4.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Philippines,PHL,6.1,..,..,6.6,..
Income share held by lowest 20%,SI.DST.FRST.20,Poland,POL,8,7.9,8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Portugal,PRT,6.4,6.3,6.5,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Romania,ROU,8.9,8.9,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Russian Federation,RUS,6.3,6.4,6.6,6.9,..
Income share held by lowest 20%,SI.DST.FRST.20,Rwanda,RWA,..,5.2,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Samoa,WSM,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sao Tome and Principe,STP,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Senegal,SEN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Serbia,SRB,..,8.6,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Seychelles,SYC,..,5.4,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sierra Leone,SLE,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Slovak Republic,SVK,8.6,8.3,8.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Slovenia,SVN,9.4,9.2,9.4,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Solomon Islands,SLB,..,7,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Africa,ZAF,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Asia,SAS,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,South Sudan,SSD,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Spain,ESP,6.1,5.7,5.7,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sri Lanka,LKA,7.1,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,St. Lucia,LCA,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sub-Saharan Africa,SSF,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sudan,SDN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Suriname,SUR,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Swaziland,SWZ,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Sweden,SWE,8.9,8.6,9,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Switzerland,CHE,8.1,7.9,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Syrian Arab Republic,SYR,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tajikistan,TJK,9,8.9,8.8,7.4,..
Income share held by lowest 20%,SI.DST.FRST.20,Tanzania,TZA,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Thailand,THA,6.7,6.9,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Timor-Leste,TLS,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Togo,TGO,..,..,..,5,..
Income share held by lowest 20%,SI.DST.FRST.20,Tonga,TON,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Trinidad and Tobago,TTO,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tunisia,TUN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Turkey,TUR,5.8,5.8,5.8,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Turkmenistan,TKM,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Tuvalu,TUV,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Uganda,UGA,6.4,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Ukraine,UKR,10.2,10.3,10.4,10,..
Income share held by lowest 20%,SI.DST.FRST.20,United Kingdom,GBR,7.7,7.4,7.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,United States,USA,..,5.1,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Upper middle income,UMC,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Uruguay,URY,5.2,5.1,5.2,5.1,..
Income share held by lowest 20%,SI.DST.FRST.20,Uzbekistan,UZB,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Vanuatu,VUT,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Venezuela, RB",VEN,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Vietnam,VNM,7.1,..,7.1,..,..
Income share held by lowest 20%,SI.DST.FRST.20,West Bank and Gaza,PSE,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,World,WLD,..,..,..,..,..
Income share held by lowest 20%,SI.DST.FRST.20,"Yemen, Rep.",YEM,..,..,7.3,..,..
Income share held by lowest 20%,SI.DST.FRST.20,Zambia,ZMB,..,..,..,2.9,..
Income share held by lowest 20%,SI.DST.FRST.20,Zimbabwe,ZWE,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Afghanistan,AFG,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Albania,ALB,13.2,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Algeria,DZA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Angola,AGO,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Argentina,ARG,9.8,9.8,9.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Armenia,ARM,12.9,12.6,12.7,12.6,..
Income share held by second 20%,SI.DST.02ND.20,Australia,AUS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Austria,AUT,13,13,13.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Azerbaijan,AZE,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bangladesh,BGD,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Belarus,BLR,14,14.1,14,14,..
Income share held by second 20%,SI.DST.02ND.20,Belgium,BEL,14.1,14.1,13.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Belize,BLZ,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Benin,BEN,..,..,..,9.6,..
Income share held by second 20%,SI.DST.02ND.20,Bhutan,BTN,10.8,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Bolivia,BOL,9,8.7,8.7,9.2,..
Income share held by second 20%,SI.DST.02ND.20,Bosnia and Herzegovina,BIH,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Botswana,BWA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Brazil,BRA,7.7,7.6,7.9,8,..
Income share held by second 20%,SI.DST.02ND.20,Bulgaria,BGR,12.2,12.2,11.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Burkina Faso,BFA,..,..,11.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Burundi,BDI,..,10.9,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cabo Verde,CPV,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cambodia,KHM,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Cameroon,CMR,..,..,8.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Canada,CAN,..,12.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Central African Republic,CAF,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Chad,TCD,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Chile,CHL,..,9,..,8.9,..
Income share held by second 20%,SI.DST.02ND.20,China,CHN,9.8,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Colombia,COL,7.3,7.3,7.4,7.8,..
Income share held by second 20%,SI.DST.02ND.20,Comoros,COM,..,9.3,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Congo, Dem. Rep.",COD,10,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Congo, Rep.",COG,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Costa Rica,CRI,8.4,8.2,8.3,8.5,..
Income share held by second 20%,SI.DST.02ND.20,Cote d'Ivoire,CIV,..,..,..,10.2,..
Income share held by second 20%,SI.DST.02ND.20,Croatia,HRV,12.7,12.8,12.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Cyprus,CYP,12.1,11.4,11.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Czech Republic,CZE,14.5,14.5,14.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Denmark,DNK,13.9,13.8,13.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Djibouti,DJI,9.8,9.7,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Dominican Republic,DOM,9.2,8.8,9.3,9.3,..
Income share held by second 20%,SI.DST.02ND.20,East Asia & Pacific,EAS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ecuador,ECU,9,8.8,9.4,9.2,..
Income share held by second 20%,SI.DST.02ND.20,"Egypt, Arab Rep.",EGY,13.3,..,..,12.8,..
Income share held by second 20%,SI.DST.02ND.20,El Salvador,SLV,10.2,9.8,10.1,10.4,..
Income share held by second 20%,SI.DST.02ND.20,Equatorial Guinea,GNQ,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Eritrea,ERI,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Estonia,EST,12.9,12.2,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Ethiopia,ETH,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Europe & Central Asia,ECS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Fiji,FJI,..,11.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Finland,FIN,14,14,14.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Fragile and conflict affected situations,FCS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,France,FRA,12.6,12.7,12.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Gabon,GAB,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Gambia, The",GMB,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Georgia,GEO,10.2,10.5,10.5,10.8,..
Income share held by second 20%,SI.DST.02ND.20,Germany,DEU,..,12.9,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ghana,GHA,9.8,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Greece,GRC,11.7,11.8,11.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Guatemala,GTM,..,..,8.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Guinea,GIN,12.2,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guinea-Bissau,GNB,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Guyana,GUY,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Haiti,HTI,10.3,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Honduras,HND,6.5,7.2,7.6,7.8,..
Income share held by second 20%,SI.DST.02ND.20,Hungary,HUN,13.4,13,13.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Iceland,ISL,14.2,14.4,14.3,..,..
Income share held by second 20%,SI.DST.02ND.20,IDA countries classified as fragile situations,DFS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,IDA total,IDA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,India,IND,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Indonesia,IDN,..,10.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Iran, Islamic Rep.",IRN,..,11.1,10.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Iraq,IRQ,13.1,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ireland,IRL,12.6,12.5,12.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Israel,ISR,10,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Italy,ITA,12.3,12.3,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Jamaica,JAM,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Japan,JPN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Jordan,JOR,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kazakhstan,KAZ,13.5,13.8,13.8,13.8,..
Income share held by second 20%,SI.DST.02ND.20,Kenya,KEN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kiribati,KIR,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Korea, Rep.",KOR,13,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kosovo,XKX,13.3,14.2,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Kyrgyz Republic,KGZ,13.9,13.3,13.8,13.4,..
Income share held by second 20%,SI.DST.02ND.20,Lao PDR,LAO,11.5,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latin America & Caribbean,LCN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Latvia,LVA,12.2,12.2,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Lebanon,LBN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lesotho,LSO,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Liberia,LBR,..,..,12.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Lithuania,LTU,12.2,12,11.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Low & middle income,LMY,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Low income,LIC,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Lower middle income,LMC,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Luxembourg,LUX,11.8,12.5,12.9,..,..
Income share held by second 20%,SI.DST.02ND.20,"Macedonia, FYR",MKD,10.8,11.1,11.5,11.9,..
Income share held by second 20%,SI.DST.02ND.20,Madagascar,MDG,10,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malawi,MWI,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malaysia,MYS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Maldives,MDV,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mali,MLI,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Malta,MLT,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mauritania,MRT,..,..,12.4,..,..
Income share held by second 20%,SI.DST.02ND.20,Mauritius,MUS,11.8,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mexico,MEX,8.8,..,8.8,..,..
Income share held by second 20%,SI.DST.02ND.20,"Micronesia, Fed. Sts.",FSM,..,10.7,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Middle East & North Africa,MEA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Middle income,MIC,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Moldova,MDA,13.2,13.4,13.7,13.7,..
Income share held by second 20%,SI.DST.02ND.20,Mongolia,MNG,11.9,..,12.6,..,..
Income share held by second 20%,SI.DST.02ND.20,Montenegro,MNE,12.4,12.6,12.3,..,..
Income share held by second 20%,SI.DST.02ND.20,Morocco,MAR,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Mozambique,MOZ,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Myanmar,MMR,..,..,..,11.3,..
Income share held by second 20%,SI.DST.02ND.20,Namibia,NAM,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Nepal,NPL,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Netherlands,NLD,13.9,13.8,13.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Nicaragua,NIC,..,..,9.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Niger,NER,..,..,11.9,..,..
Income share held by second 20%,SI.DST.02ND.20,Nigeria,NGA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Norway,NOR,14.4,14.3,14.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Pakistan,PAK,..,12.9,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Palau,PLW,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Panama,PAN,7.8,7.7,8,8,..
Income share held by second 20%,SI.DST.02ND.20,Papua New Guinea,PNG,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Paraguay,PRY,8.7,8.5,8.1,8.7,..
Income share held by second 20%,SI.DST.02ND.20,Peru,PER,9.3,9.4,9.5,9.6,..
Income share held by second 20%,SI.DST.02ND.20,Philippines,PHL,9.7,..,..,10.3,..
Income share held by second 20%,SI.DST.02ND.20,Poland,POL,12.4,12.4,12.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Portugal,PRT,12.1,12,12.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Romania,ROU,13.8,13.7,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Russian Federation,RUS,10.3,10.3,10.6,11.1,..
Income share held by second 20%,SI.DST.02ND.20,Rwanda,RWA,..,8.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Samoa,WSM,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sao Tome and Principe,STP,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Senegal,SEN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Serbia,SRB,..,13.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Seychelles,SYC,..,9.8,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sierra Leone,SLE,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Slovak Republic,SVK,14.6,14.1,14.7,..,..
Income share held by second 20%,SI.DST.02ND.20,Slovenia,SVN,14.6,14.4,14.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Solomon Islands,SLB,..,11.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Africa,ZAF,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Asia,SAS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,South Sudan,SSD,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Spain,ESP,11.9,11.7,11.8,..,..
Income share held by second 20%,SI.DST.02ND.20,Sri Lanka,LKA,10.8,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,St. Lucia,LCA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sub-Saharan Africa,SSF,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sudan,SDN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Suriname,SUR,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Swaziland,SWZ,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Sweden,SWE,14.3,14.1,14.1,..,..
Income share held by second 20%,SI.DST.02ND.20,Switzerland,CHE,12.7,12.4,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Syrian Arab Republic,SYR,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Tajikistan,TJK,13,13,12.9,12,..
Income share held by second 20%,SI.DST.02ND.20,Tanzania,TZA,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Thailand,THA,10.4,10.8,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Timor-Leste,TLS,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Togo,TGO,..,..,..,9.5,..
Income share held by second 20%,SI.DST.02ND.20,Tonga,TON,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Trinidad and Tobago,TTO,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Tunisia,TUN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Turkey,TUR,10.5,10.5,10.2,..,..
Income share held by second 20%,SI.DST.02ND.20,Turkmenistan,TKM,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Tuvalu,TUV,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Uganda,UGA,10.4,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Ukraine,UKR,14.3,14.5,14.6,14.3,..
Income share held by second 20%,SI.DST.02ND.20,United Kingdom,GBR,12.3,12.2,12,..,..
Income share held by second 20%,SI.DST.02ND.20,United States,USA,..,10.3,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Upper middle income,UMC,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Uruguay,URY,10,10,10,10,..
Income share held by second 20%,SI.DST.02ND.20,Uzbekistan,UZB,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Vanuatu,VUT,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Venezuela, RB",VEN,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,Vietnam,VNM,11.6,..,12,..,..
Income share held by second 20%,SI.DST.02ND.20,West Bank and Gaza,PSE,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,World,WLD,..,..,..,..,..
Income share held by second 20%,SI.DST.02ND.20,"Yemen, Rep.",YEM,..,..,11.5,..,..
Income share held by second 20%,SI.DST.02ND.20,Zambia,ZMB,..,..,..,6,..
Income share held by second 20%,SI.DST.02ND.20,Zimbabwe,ZWE,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Afghanistan,AFG,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Albania,ALB,17.3,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Algeria,DZA,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Angola,AGO,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Argentina,ARG,15.1,15.2,14.9,..,..
Income share held by third 20%,SI.DST.03RD.20,Armenia,ARM,17,16.6,16.9,16.7,..
Income share held by third 20%,SI.DST.03RD.20,Australia,AUS,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Austria,AUT,17.2,17.2,17.5,..,..
Income share held by third 20%,SI.DST.03RD.20,Azerbaijan,AZE,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Bangladesh,BGD,..,..,..,..,..
Income share held by third 20%,SI.DST.03RD.20,Belarus,BLR,17.9,17.8,17.7,17.7,..
Income share held by third 20%,SI.DST.03RD.20,Belgium,BEL,18,18,17.8,..,..
